Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
WPQUEG Quantization: 288888
Epoch 1 | Loss: 1.9560 Train Acc: 0.7527 Test Acc: 0.1515 Train Time: 295.8538s Inference Time: 61.6466s
Epoch 2 | Loss: 1.9761 Train Acc: 0.7500 Test Acc: 0.4476 Train Time: 274.6173s Inference Time: 68.3619s
Epoch 3 | Loss: 1.9321 Train Acc: 0.8060 Test Acc: 0.4621 Train Time: 270.0867s Inference Time: 69.3298s
Epoch 4 | Loss: 1.9250 Train Acc: 0.8040 Test Acc: 0.1000 Train Time: 269.3742s Inference Time: 63.8500s
Epoch 5 | Loss: 1.9316 Train Acc: 0.8260 Test Acc: 0.2961 Train Time: 271.8416s Inference Time: 64.1055s
Epoch 6 | Loss: 1.9021 Train Acc: 0.8180 Test Acc: 0.6078 Train Time: 269.7429s Inference Time: 69.1401s
Epoch 7 | Loss: 1.8414 Train Acc: 0.8557 Test Acc: 0.5184 Train Time: 271.4551s Inference Time: 70.9425s
Epoch 8 | Loss: 1.9260 Train Acc: 0.7743 Test Acc: 0.4320 Train Time: 272.0333s Inference Time: 70.3173s
Epoch 9 | Loss: 1.9060 Train Acc: 0.7980 Test Acc: 0.2621 Train Time: 274.5838s Inference Time: 64.8355s
Epoch 10 | Loss: 1.8689 Train Acc: 0.8083 Test Acc: 0.5058 Train Time: 277.2170s Inference Time: 67.1757s
Epoch 11 | Loss: 1.8868 Train Acc: 0.8130 Test Acc: 0.5223 Train Time: 284.2618s Inference Time: 69.0673s
Epoch 12 | Loss: 1.8817 Train Acc: 0.8483 Test Acc: 0.2437 Train Time: 287.2221s Inference Time: 67.2893s
Epoch 13 | Loss: 1.8171 Train Acc: 0.8337 Test Acc: 0.1000 Train Time: 273.9923s Inference Time: 70.0501s
Epoch 14 | Loss: 1.8226 Train Acc: 0.8513 Test Acc: 0.5049 Train Time: 268.7545s Inference Time: 67.7674s
Epoch 15 | Loss: 1.8176 Train Acc: 0.8547 Test Acc: 0.0553 Train Time: 269.7561s Inference Time: 69.2797s
Epoch 16 | Loss: 1.8177 Train Acc: 0.8843 Test Acc: 0.6330 Train Time: 289.0189s Inference Time: 68.5577s
Epoch 17 | Loss: 1.8334 Train Acc: 0.8363 Test Acc: 0.4049 Train Time: 283.0404s Inference Time: 69.2583s
Epoch 18 | Loss: 1.8524 Train Acc: 0.8530 Test Acc: 0.1621 Train Time: 270.6571s Inference Time: 69.6861s
Epoch 19 | Loss: 1.8729 Train Acc: 0.8500 Test Acc: 0.5068 Train Time: 267.5094s Inference Time: 69.1384s
Epoch 20 | Loss: 1.8802 Train Acc: 0.8267 Test Acc: 0.1282 Train Time: 269.3872s Inference Time: 70.8615s
Epoch 21 | Loss: 1.8033 Train Acc: 0.8603 Test Acc: 0.4485 Train Time: 272.2781s Inference Time: 68.5970s
Epoch 22 | Loss: 1.7901 Train Acc: 0.8760 Test Acc: 0.5903 Train Time: 281.3662s Inference Time: 69.0108s
Epoch 23 | Loss: 1.8182 Train Acc: 0.8500 Test Acc: 0.5602 Train Time: 278.3320s Inference Time: 68.9914s
