Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
WPQUEG Quantization: 828888
Epoch 1 | Loss: 1.7264 Train Acc: 0.9177 Test Acc: 0.9010 Train Time: 281.5597s Inference Time: 67.2590s
Epoch 2 | Loss: 1.6188 Train Acc: 0.9963 Test Acc: 0.8777 Train Time: 268.0646s Inference Time: 66.4575s
Epoch 3 | Loss: 1.6130 Train Acc: 0.9980 Test Acc: 0.7757 Train Time: 268.4717s Inference Time: 64.5901s
Epoch 4 | Loss: 1.6217 Train Acc: 0.9947 Test Acc: 0.8107 Train Time: 266.9571s Inference Time: 65.0585s
Epoch 5 | Loss: 1.6208 Train Acc: 0.9937 Test Acc: 0.8854 Train Time: 264.5013s Inference Time: 64.4241s
Epoch 6 | Loss: 1.6188 Train Acc: 0.9963 Test Acc: 0.8913 Train Time: 266.5206s Inference Time: 64.1634s
Epoch 7 | Loss: 1.6133 Train Acc: 0.9970 Test Acc: 0.7922 Train Time: 267.2877s Inference Time: 64.7480s
Epoch 8 | Loss: 1.6152 Train Acc: 0.9977 Test Acc: 0.8563 Train Time: 265.5406s Inference Time: 64.4493s
Epoch 9 | Loss: 1.6222 Train Acc: 0.9943 Test Acc: 0.8835 Train Time: 266.9847s Inference Time: 64.4804s
Epoch 10 | Loss: 1.6156 Train Acc: 0.9967 Test Acc: 0.8854 Train Time: 266.6769s Inference Time: 65.5563s
Epoch 11 | Loss: 1.6121 Train Acc: 0.9967 Test Acc: 0.9097 Train Time: 272.6624s Inference Time: 74.6754s
Epoch 12 | Loss: 1.6153 Train Acc: 0.9973 Test Acc: 0.8670 Train Time: 281.8179s Inference Time: 70.6670s
Epoch 13 | Loss: 1.6190 Train Acc: 0.9970 Test Acc: 0.7738 Train Time: 283.0750s Inference Time: 71.6898s
Epoch 14 | Loss: 1.6176 Train Acc: 0.9957 Test Acc: 0.8631 Train Time: 275.4856s Inference Time: 66.0348s
Epoch 15 | Loss: 1.6152 Train Acc: 0.9967 Test Acc: 0.8340 Train Time: 278.8065s Inference Time: 68.7887s
Epoch 16 | Loss: 1.6216 Train Acc: 0.9950 Test Acc: 0.8631 Train Time: 276.0465s Inference Time: 76.6369s
Epoch 17 | Loss: 1.6121 Train Acc: 0.9973 Test Acc: 0.8806 Train Time: 281.6834s Inference Time: 79.2814s
Epoch 18 | Loss: 1.6154 Train Acc: 0.9960 Test Acc: 0.8767 Train Time: 281.1868s Inference Time: 72.0012s
Epoch 19 | Loss: 1.6170 Train Acc: 0.9977 Test Acc: 0.8816 Train Time: 281.7237s Inference Time: 70.1943s
Epoch 20 | Loss: 1.6187 Train Acc: 0.9963 Test Acc: 0.8874 Train Time: 281.8063s Inference Time: 73.9840s
Epoch 21 | Loss: 1.6180 Train Acc: 0.9970 Test Acc: 0.8670 Train Time: 280.7979s Inference Time: 75.9410s
Epoch 22 | Loss: 1.6129 Train Acc: 0.9970 Test Acc: 0.8796 Train Time: 286.5762s Inference Time: 74.8336s
Epoch 23 | Loss: 1.6112 Train Acc: 0.9977 Test Acc: 0.8447 Train Time: 276.2698s Inference Time: 74.4096s
Epoch 24 | Loss: 1.6172 Train Acc: 0.9970 Test Acc: 0.9087 Train Time: 278.1070s Inference Time: 72.4287s
Epoch 25 | Loss: 1.6135 Train Acc: 0.9963 Test Acc: 0.8621 Train Time: 279.4768s Inference Time: 70.5061s
Epoch 26 | Loss: 1.6138 Train Acc: 0.9957 Test Acc: 0.8515 Train Time: 268.8408s Inference Time: 71.2974s
Epoch 27 | Loss: 1.6194 Train Acc: 0.9953 Test Acc: 0.8485 Train Time: 268.2483s Inference Time: 73.6649s
Epoch 28 | Loss: 1.6216 Train Acc: 0.9943 Test Acc: 0.9049 Train Time: 283.3549s Inference Time: 69.0357s
Epoch 29 | Loss: 1.6182 Train Acc: 0.9953 Test Acc: 0.8534 Train Time: 269.9932s Inference Time: 74.4799s
Epoch 30 | Loss: 1.6122 Train Acc: 0.9973 Test Acc: 0.8961 Train Time: 284.7255s Inference Time: 74.8287s
Epoch 31 | Loss: 1.6144 Train Acc: 0.9947 Test Acc: 0.8796 Train Time: 284.3429s Inference Time: 73.5666s
Epoch 32 | Loss: 1.6161 Train Acc: 0.9953 Test Acc: 0.8466 Train Time: 287.8039s Inference Time: 72.8243s
Epoch 33 | Loss: 1.6175 Train Acc: 0.9973 Test Acc: 0.8718 Train Time: 273.1314s Inference Time: 73.5700s
Epoch 34 | Loss: 1.6143 Train Acc: 0.9973 Test Acc: 0.8680 Train Time: 276.9702s Inference Time: 72.8885s
Epoch 35 | Loss: 1.6175 Train Acc: 0.9977 Test Acc: 0.8495 Train Time: 272.8792s Inference Time: 73.7808s
Epoch 36 | Loss: 1.6158 Train Acc: 0.9970 Test Acc: 0.8796 Train Time: 274.0829s Inference Time: 73.7095s
Epoch 37 | Loss: 1.6168 Train Acc: 0.9973 Test Acc: 0.8369 Train Time: 273.2746s Inference Time: 74.1513s
Epoch 38 | Loss: 1.6197 Train Acc: 0.9953 Test Acc: 0.8592 Train Time: 277.0933s Inference Time: 74.4973s
Epoch 39 | Loss: 1.6146 Train Acc: 0.9973 Test Acc: 0.8845 Train Time: 284.0057s Inference Time: 73.5262s
Epoch 40 | Loss: 1.6133 Train Acc: 0.9960 Test Acc: 0.8573 Train Time: 289.9061s Inference Time: 64.4700s
Epoch 41 | Loss: 1.6136 Train Acc: 0.9977 Test Acc: 0.8398 Train Time: 266.4291s Inference Time: 64.7485s
Epoch 42 | Loss: 1.6134 Train Acc: 0.9963 Test Acc: 0.8757 Train Time: 267.8599s Inference Time: 63.8978s
