Weight Bits,Channels,Filter Size,Image Size,Layer,Data Structure,Sparsity,Out Length,Forward Energy,Backward Energy,Forward Time,Backward Time,Memory Power
4.0,1,1,20,FullyConnected,Crossbar,0.93,250,1.3659769343128752e-06, 3.4222294771220758e-06,0.001050383304, 0.0021443655079999998,0.0228258763
4.0,1,1,20,FullyConnected,PB-BMP,0.92,250,1.2693031429268752e-06, 3.7348079949830755e-06,0.0010228414415, 0.0021392468844999997,0.027288716299999998
4.0,1,1,20,FullyConnected,PB-BMP,0.93,250,1.290926763750875e-06, 3.775097985259075e-06,0.0010269086834999999, 0.0021441588685000004,0.027514246300000003
4.0,1,1,20,FullyConnected,PB-CSR,0.92,250,3.0363837766538754e-06, 5.741093573585685e-06,0.0017135982390000003, 0.0037969692777100003,0.20935335630000002
4.0,1,1,20,FullyConnected,PB-CSR,0.93,250,3.091142375069875e-06, 5.823761654103284e-06,0.001732706404, 0.0038313508233600007,0.21171206630000003
4.0,1,1,26.45751311,FullyConnected,Crossbar,0.92,400,5.426014275999361e-06, 1.3826099696790243e-05,0.0029410371928000004, 0.006082335979200001,0.061230772
4.0,1,1,26.45751311,FullyConnected,Crossbar,0.93,400,5.426014275999361e-06, 1.3826099696790243e-05,0.0029410371928000004, 0.006082335979200001,0.061230772
4.0,1,1,26.45751311,FullyConnected,PB-BMP,0.92,400,5.1834302330313615e-06, 1.6478637504921442e-05,0.0028571467116000004, 0.006067290188528001,0.07163046199999999
4.0,1,1,26.45751311,FullyConnected,PB-BMP,0.93,400,5.271392353423361e-06, 1.6641651302428644e-05,0.0028699086892000005, 0.006083760895600001,0.072306952
4.0,1,1,26.45751311,FullyConnected,PB-CSR,0.92,400,1.3009621575756159e-05, 2.4774229204671786e-05,0.0048804234072, 0.010792318237,0.574707632
4.0,1,1,26.45751311,FullyConnected,PB-CSR,0.93,400,1.3215252813405759e-05, 2.507566555059934e-05,0.004936858647200001, 0.01088010156392,0.580119132
5.0,1,1,20,FullyConnected,Crossbar,0.96,250,1.595278476912875e-06, 3.951670792212875e-06,0.00072283162525, 0.0021550532505,0.0283685881
5.0,1,1,20,FullyConnected,Crossbar,0.97,250,1.595278476912875e-06, 3.951670792212875e-06,0.00072283162525, 0.0021550532505,0.0283685881
5.0,1,1,20,FullyConnected,PB-BMP,0.96,250,1.5680110969128748e-06, 4.393839031177875e-06,0.00072365832275, 0.002168679847,0.0335079181
5.0,1,1,20,FullyConnected,PB-BMP,0.97,250,1.5925975969128751e-06, 4.437984061453875e-06,0.0007244676487499999, 0.002173721599,0.0337333481
5.0,1,1,20,FullyConnected,PB-CSR,0.96,250,3.380267796213876e-06, 6.2898660195528755e-06,0.00147437718025, 0.00392087205549,0.22376808809999998
5.0,1,1,20,FullyConnected,PB-CSR,0.97,250,3.426804423805875e-06, 6.356704981770475e-06,0.00148997025525, 0.00395482096748,0.2256758481
5.0,1,1,26.45751311,FullyConnected,Crossbar,0.96,400,4.768565528469759e-06, 1.273947833644144e-05,0.0029932934644000004, 0.0044463019048,0.0775422565
5.0,1,1,26.45751311,FullyConnected,Crossbar,0.97,400,4.768565528469759e-06, 1.273947833644144e-05,0.0029932934644000004, 0.0044463019048,0.0775422565
5.0,1,1,26.45751311,FullyConnected,PB-BMP,0.96,400,4.995859447013761e-06, 1.632902259884144e-05,0.0029579893224, 0.0045301693367200005,0.08982665649999999
5.0,1,1,26.45751311,FullyConnected,PB-BMP,0.97,400,5.07469964740576e-06, 1.648268713324144e-05,0.0029713014704, 0.004538312000080001,0.0907285665
5.0,1,1,26.45751311,FullyConnected,PB-CSR,0.96,400,1.4339902359402561e-05, 2.6859348213362795e-05,0.005109941032400001, 0.00854549505498,0.6135194465
5.0,1,1,26.45751311,FullyConnected,PB-CSR,0.97,400,1.4587893037052161e-05, 2.7228431023776086e-05,0.0051675438804000004, 0.00861688617478,0.6342633465
6.0,1,1,20,FullyConnected,Crossbar,0.98,250,1.4186438923128752e-06, 3.744177971122075e-06,0.0010681236355, 0.002197584171,0.034536687499999996
6.0,1,1,20,FullyConnected,PB-BMP,0.98,250,1.8691154258708752e-06, 5.076711350639074e-06,0.001055317757, 0.0021930454154999997,0.0395395375
6.0,1,1,20,FullyConnected,PB-CSR,0.98,250,3.6246967751498745e-06, 6.6813869427256815e-06,0.0018345640055, 0.00399225388814,0.2334630175
6.0,1,1,26.45751311,FullyConnected,Crossbar,0.98,400,5.291615688799361e-06, 1.4019821933190242e-05,0.0030073904772000004, 0.006281394922400001,0.0924338294
6.0,1,1,26.45751311,FullyConnected,PB-BMP,0.98,400,5.6516748081273604e-06, 1.786456607963504e-05,0.0029980857912, 0.00636393898664,0.1060710894
6.0,1,1,26.45751311,FullyConnected,PB-CSR,0.98,400,1.560889212336096e-05, 2.9030829880478042e-05,0.005243030965200001, 0.01137883160916,0.6562420194
