Weight Bits,Channels,Filter Size,Image Size,Layer,Data Structure,Sparsity,Out Length,Forward Energy,Backward Energy,Forward Time,Backward Time,Memory Power
8,64,3,28,FullyConnected,PB-CSR,0.8500000000000001,128,3.235366554446554e-06, 6.229485429652901e-06,0.001607059644928, 0.003609711179786,0.2035440463
8,64,3,28,FullyConnected,Crossbar,0.9,128,1.6560995666263936e-06, 4.288944089944026e-06,0.001085187094528, 0.0022051170447360004,0.045550506299999995
8,64,3,28,FullyConnected,PB-BMP,0.9,128,1.4915854852465537e-06, 4.472416805497226e-06,0.0010459397027840001, 0.0021856904531820003,0.0475026903
8,64,3,28,FullyConnected,PB-CSR,0.9,128,3.541050494484698e-06, 6.689333175505445e-06,0.0017036692142080002, 0.003772022953946,0.2154307363
8,64,3,28,FullyConnected,Crossbar,0.9500000000000001,128,1.6560995666263936e-06, 4.288944089944026e-06,0.001085187094528, 0.0022051170447360004,0.045550506299999995
8,64,3,28,FullyConnected,PB-BMP,0.9500000000000001,128,1.6142811147454337e-06, 4.703616031044825e-06,0.0010678969679360003, 0.002212447563768,0.049757470299999995
8,64,3,28,FullyConnected,PB-CSR,0.9500000000000001,128,3.857958242522841e-06, 7.1544240387097965e-06,0.001800651714048, 0.003919687810126,0.23772854629999998
2,32,3,28,FullyConnected,Crossbar,0.25,128,1.2341658734423936e-06, 3.023134757592026e-06,0.001040313480192, 0.0020704989245440004,0.01141126823
2,32,3,28,FullyConnected,PB-BMP,0.25,128,1.9450222004335364e-07, 1.2681939776912255e-06,0.0007578202401280001, 0.0017930690321920002,0.00942276423
2,32,3,28,FullyConnected,PB-CSR,0.25,128,8.356375893557376e-07, 2.687058689217038e-06,0.00044035571763200007, 0.0017163358209260002,0.04885254023
3,32,3,28,FullyConnected,Crossbar,0.25,128,1.6611435489931136e-06, 3.981319079292506e-06,0.0007059119155200001, 0.0020855534305280004,0.016955710229999997
3,32,3,28,FullyConnected,PB-BMP,0.25,128,2.184605883531136e-07, 1.3995016529917057e-06,0.0006731972385280001, 0.0017944062225920003,0.01094316123
3,32,3,28,FullyConnected,PB-CSR,0.25,128,8.881392434434177e-07, 2.8516173568256583e-06,0.00035591703603200006, 0.001711299835326,0.05026178023
4,32,3,28,FullyConnected,Crossbar,0.25,128,1.3710041875639936e-06, 3.431027652142426e-06,0.00106200969728, 0.0015041763758080003,0.022773540229999997
4,32,3,28,FullyConnected,PB-BMP,0.25,128,2.449688221649536e-07, 1.5382166735824255e-06,0.0007592742796800001, 0.0014082700695040003,0.01243054223
4,32,3,28,FullyConnected,PB-CSR,0.25,128,6.327174815989376e-07, 2.0772752244202375e-06,0.000446130753024, 0.001264804444798,0.05196464023
5,32,3,28,FullyConnected,Crossbar,0.25,128,1.6029404708183937e-06, 3.964956951256025e-06,0.001066876198016, 0.0021501865310720003,0.028306051510000003
5,32,3,28,FullyConnected,PB-BMP,0.25,128,3.183702702193536e-07, 1.937924518235226e-06,0.0007593023840000001, 0.0018019597076480002,0.01351480151
5,32,3,28,FullyConnected,PB-CSR,0.25,128,6.611215115317376e-07, 2.1685771440010376e-06,0.00044747122137600006, 0.001741239263614,0.05332580151
6,32,3,28,FullyConnected,Crossbar,0.25,128,1.4238534013783936e-06, 3.7567061713520256e-06,0.001080214445568, 0.0021902007101440002,0.034466331929999997
6,32,3,28,FullyConnected,PB-BMP,0.25,128,3.4169343565935364e-07, 2.0577184052112254e-06,0.0007600242024960001, 0.0018062883642880002,0.01490209493
6,32,3,28,FullyConnected,PB-CSR,0.25,128,6.895222372917376e-07, 2.2579101848970372e-06,0.0004480089190400001, 0.001743120360062,0.05468696193
7,32,3,28,FullyConnected,Crossbar,0.25,128,1.5423225884503935e-06, 4.028182171608025e-06,0.0010827289242880001, 0.0021977445890560003,0.0401222277
7,32,3,28,FullyConnected,PB-BMP,0.25,128,3.6798931073135364e-07, 2.194501951067226e-06,0.000760402939776, 0.0018085625589760001,0.0163302357
7,32,3,28,FullyConnected,PB-CSR,0.25,128,7.202938115637376e-07, 2.354697186753037e-06,0.00044859443161600007, 0.001745170318206,0.0561714977
8,32,3,28,FullyConnected,Crossbar,0.25,128,1.6560995666263936e-06, 4.288944089944026e-06,0.001085187094528, 0.0022051170447360004,0.045550506299999995
8,32,3,28,FullyConnected,PB-BMP,0.25,128,3.9323073690735366e-07, 2.3258180684432262e-06,0.0007607762972160001, 0.0018107944834560002,0.0176999083
8,32,3,28,FullyConnected,PB-CSR,0.25,128,7.486913081397376e-07, 2.4440237694090377e-06,0.0004491412474880001, 0.0017470810911980003,0.0575411963
9,32,3,28,FullyConnected,Crossbar,0.25,128,1.7746563247703935e-06, 4.560691570136026e-06,0.001087787004288, 0.0022129164828160004,0.0511966503
9,32,3,28,FullyConnected,PB-BMP,0.25,128,4.195263750513537e-07, 2.462608666715226e-06,0.0007611711223040001, 0.0018131622691840003,0.019118418300000002
9,32,3,28,FullyConnected,PB-CSR,0.25,128,7.770918294837378e-07, 2.5333564016010375e-06,0.0004496900125440001, 0.0017490013320940001,0.058903320300000006
10,32,3,28,FullyConnected,Crossbar,0.25,128,1.8885066194263936e-06, 4.821662339800026e-06,0.001090320724608, 0.002220517309696,0.0566173481
10,32,3,28,FullyConnected,PB-BMP,0.25,128,4.447683625073536e-07, 2.5939183803792264e-06,0.0007615578115840001, 0.0018154810685440002,0.0204805221
10,32,3,28,FullyConnected,PB-CSR,0.25,128,8.054923961397377e-07, 2.6226891245450376e-06,0.0004502425335040001, 0.0017509346543340002,0.0602654181
11,32,3,28,FullyConnected,Crossbar,0.25,128,2.0518504699223935e-06, 5.223326512216025e-06,0.0010933660911360001, 0.0022296531238400006,0.06197892199999999
11,32,3,28,FullyConnected,PB-BMP,0.25,128,4.750504786033536e-07, 2.754626362075226e-06,0.0007620708204800001, 0.0018185579801600002,0.021919196
11,32,3,28,FullyConnected,PB-CSR,0.25,128,8.467680738357377e-07, 2.7562451164810374e-06,0.00045104844480000006, 0.0017537549157100002,0.061780712
12,32,3,28,FullyConnected,Crossbar,0.25,128,1.6579799360343937e-06, 4.4591014103920255e-06,0.0011100606019840001, 0.0022797363028480002,0.06893981340000001
12,32,3,28,FullyConnected,PB-BMP,0.25,128,5.005032855153536e-07, 2.8872001696912265e-06,0.0007624763703040001, 0.0018209898649600002,0.023281257399999998
12,32,3,28,FullyConnected,PB-CSR,0.25,128,8.754798119477377e-07, 2.8466655647370375e-06,0.0004516122748160001, 0.0017557277904620002,0.06314276340000001
