Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
WPQUEG Quantization: 888288
Epoch 1 | Loss: 1.5814 Train Acc: 0.9743 Test Acc: 0.8621 Train Time: 270.1996s Inference Time: 66.4093s
Epoch 2 | Loss: 1.5452 Train Acc: 0.9987 Test Acc: 0.8961 Train Time: 267.6995s Inference Time: 66.3943s
Epoch 3 | Loss: 1.5428 Train Acc: 0.9990 Test Acc: 0.9408 Train Time: 270.6372s Inference Time: 65.9271s
Epoch 4 | Loss: 1.5393 Train Acc: 0.9990 Test Acc: 0.9417 Train Time: 269.7136s Inference Time: 74.6475s
Epoch 5 | Loss: 1.5399 Train Acc: 0.9980 Test Acc: 0.9301 Train Time: 274.6301s Inference Time: 67.1773s
Epoch 6 | Loss: 1.5421 Train Acc: 0.9977 Test Acc: 0.9243 Train Time: 268.2983s Inference Time: 67.7773s
Epoch 7 | Loss: 1.5406 Train Acc: 0.9980 Test Acc: 0.9233 Train Time: 269.0697s Inference Time: 65.3332s
Epoch 8 | Loss: 1.5382 Train Acc: 0.9990 Test Acc: 0.9214 Train Time: 263.5010s Inference Time: 65.9339s
Epoch 9 | Loss: 1.5357 Train Acc: 0.9987 Test Acc: 0.9476 Train Time: 265.4514s Inference Time: 63.5342s
Epoch 10 | Loss: 1.5353 Train Acc: 0.9997 Test Acc: 0.9485 Train Time: 267.2105s Inference Time: 63.6005s
Epoch 11 | Loss: 1.5362 Train Acc: 0.9987 Test Acc: 0.9398 Train Time: 264.7773s Inference Time: 64.2115s
Epoch 12 | Loss: 1.5375 Train Acc: 0.9993 Test Acc: 0.9233 Train Time: 265.3269s Inference Time: 64.0909s
Epoch 13 | Loss: 1.5368 Train Acc: 0.9987 Test Acc: 0.9466 Train Time: 262.4653s Inference Time: 63.3455s
Epoch 14 | Loss: 1.5350 Train Acc: 1.0000 Test Acc: 0.9379 Train Time: 264.2269s Inference Time: 64.1955s
Epoch 15 | Loss: 1.5344 Train Acc: 0.9993 Test Acc: 0.9515 Train Time: 266.9065s Inference Time: 64.1984s
Epoch 16 | Loss: 1.5359 Train Acc: 0.9990 Test Acc: 0.9398 Train Time: 264.3031s Inference Time: 63.6253s
Epoch 17 | Loss: 1.5346 Train Acc: 0.9990 Test Acc: 0.9505 Train Time: 263.1797s Inference Time: 64.0591s
Epoch 18 | Loss: 1.5363 Train Acc: 0.9990 Test Acc: 0.9456 Train Time: 264.7338s Inference Time: 63.6121s
Epoch 19 | Loss: 1.5386 Train Acc: 1.0000 Test Acc: 0.9388 Train Time: 264.0051s Inference Time: 64.0746s
Epoch 20 | Loss: 1.5374 Train Acc: 0.9987 Test Acc: 0.9165 Train Time: 266.6381s Inference Time: 64.0067s
Epoch 21 | Loss: 1.5407 Train Acc: 0.9987 Test Acc: 0.9398 Train Time: 263.8270s Inference Time: 64.4725s
Epoch 22 | Loss: 1.5398 Train Acc: 0.9993 Test Acc: 0.9330 Train Time: 265.4992s Inference Time: 63.7507s
Epoch 23 | Loss: 1.5381 Train Acc: 0.9990 Test Acc: 0.9301 Train Time: 261.6172s Inference Time: 63.8779s
Epoch 24 | Loss: 1.5385 Train Acc: 0.9993 Test Acc: 0.9417 Train Time: 264.4598s Inference Time: 63.4610s
Epoch 25 | Loss: 1.5382 Train Acc: 0.9987 Test Acc: 0.9262 Train Time: 265.5432s Inference Time: 63.1066s
Epoch 26 | Loss: 1.5393 Train Acc: 0.9993 Test Acc: 0.9204 Train Time: 265.0248s Inference Time: 64.2722s
Epoch 27 | Loss: 1.5388 Train Acc: 0.9987 Test Acc: 0.9447 Train Time: 264.4768s Inference Time: 63.1296s
Epoch 28 | Loss: 1.5365 Train Acc: 0.9993 Test Acc: 0.9388 Train Time: 265.4552s Inference Time: 66.1385s
Epoch 29 | Loss: 1.5368 Train Acc: 0.9993 Test Acc: 0.9087 Train Time: 266.5763s Inference Time: 64.0002s
Epoch 30 | Loss: 1.5364 Train Acc: 0.9990 Test Acc: 0.9282 Train Time: 264.3517s Inference Time: 64.8315s
Epoch 31 | Loss: 1.5373 Train Acc: 0.9997 Test Acc: 0.9272 Train Time: 267.5560s Inference Time: 63.2891s
