Loading python/3.7.3
  Loading requirement: tcl/8.6.8 gcc/8.3.0
WPQUEG Quantization: 888828
Epoch 1 | Loss: 1.8152 Train Acc: 0.3950 Test Acc: 0.9078 Train Time: 267.3346s Inference Time: 66.6460s
Epoch 2 | Loss: 1.5948 Train Acc: 0.9980 Test Acc: 0.9272 Train Time: 266.9220s Inference Time: 67.3582s
Epoch 3 | Loss: 1.5946 Train Acc: 0.9983 Test Acc: 0.9330 Train Time: 279.9431s Inference Time: 65.3771s
Epoch 4 | Loss: 1.5939 Train Acc: 0.9990 Test Acc: 0.9340 Train Time: 267.3947s Inference Time: 64.6956s
Epoch 5 | Loss: 1.5935 Train Acc: 0.9967 Test Acc: 0.9243 Train Time: 264.5683s Inference Time: 63.8508s
Epoch 6 | Loss: 1.5938 Train Acc: 0.9970 Test Acc: 0.9369 Train Time: 268.8540s Inference Time: 64.4909s
Epoch 7 | Loss: 1.5938 Train Acc: 0.9980 Test Acc: 0.9359 Train Time: 263.3490s Inference Time: 68.6593s
Epoch 8 | Loss: 1.5931 Train Acc: 0.9987 Test Acc: 0.9311 Train Time: 265.5558s Inference Time: 70.2259s
Epoch 9 | Loss: 1.5929 Train Acc: 0.9983 Test Acc: 0.9544 Train Time: 267.3485s Inference Time: 65.4085s
Epoch 10 | Loss: 1.5928 Train Acc: 0.9990 Test Acc: 0.9417 Train Time: 266.7864s Inference Time: 71.9845s
Epoch 11 | Loss: 1.5920 Train Acc: 0.9987 Test Acc: 0.9330 Train Time: 267.1923s Inference Time: 63.5742s
Epoch 12 | Loss: 1.5932 Train Acc: 0.9993 Test Acc: 0.9175 Train Time: 264.0678s Inference Time: 70.2551s
Epoch 13 | Loss: 1.5929 Train Acc: 0.9987 Test Acc: 0.9301 Train Time: 261.1433s Inference Time: 62.7986s
Epoch 14 | Loss: 1.5919 Train Acc: 0.9983 Test Acc: 0.9466 Train Time: 262.8264s Inference Time: 65.7621s
Epoch 15 | Loss: 1.5924 Train Acc: 0.9993 Test Acc: 0.9485 Train Time: 264.2005s Inference Time: 63.8361s
Epoch 16 | Loss: 1.5918 Train Acc: 0.9987 Test Acc: 0.9456 Train Time: 262.8910s Inference Time: 62.8182s
Epoch 17 | Loss: 1.5931 Train Acc: 0.9983 Test Acc: 0.9427 Train Time: 266.6688s Inference Time: 62.7819s
Epoch 18 | Loss: 1.5911 Train Acc: 0.9983 Test Acc: 0.9437 Train Time: 265.3968s Inference Time: 64.1759s
Epoch 19 | Loss: 1.5910 Train Acc: 0.9987 Test Acc: 0.9495 Train Time: 261.7276s Inference Time: 69.8170s
Epoch 20 | Loss: 1.5908 Train Acc: 0.9997 Test Acc: 0.9534 Train Time: 266.6172s Inference Time: 65.1111s
Epoch 21 | Loss: 1.5904 Train Acc: 1.0000 Test Acc: 0.9544 Train Time: 264.4492s Inference Time: 64.1871s
Epoch 22 | Loss: 1.5907 Train Acc: 0.9987 Test Acc: 0.9087 Train Time: 263.0107s Inference Time: 63.7269s
Epoch 23 | Loss: 1.5901 Train Acc: 0.9990 Test Acc: 0.9456 Train Time: 263.4508s Inference Time: 64.8382s
Epoch 24 | Loss: 1.5901 Train Acc: 0.9990 Test Acc: 0.9515 Train Time: 262.1985s Inference Time: 64.1468s
Epoch 25 | Loss: 1.5894 Train Acc: 0.9997 Test Acc: 0.9495 Train Time: 260.2095s Inference Time: 69.9904s
Epoch 26 | Loss: 1.5901 Train Acc: 0.9993 Test Acc: 0.9641 Train Time: 263.2487s Inference Time: 63.9958s
Epoch 27 | Loss: 1.5899 Train Acc: 0.9997 Test Acc: 0.9583 Train Time: 271.1595s Inference Time: 62.7375s
